программа 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
дисциплина 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
алгебра 4 19 1 23 9
и 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
геометрия 1
программный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
инженерия 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
министерство 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
наука 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
высокий 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
образование 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
российский 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
федерация 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
федеральный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
государственный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
автономный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
образовательный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
учреждение 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
казанский 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
приволжский 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
университет 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
институт 5 7 1 20 22
информационный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
технология 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
интеллектуальный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
система 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
утверждать 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
проректор 8 16 18 5 15 19 7 13 1 24 23 2 12 14 9 20 26 22
по 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
деятельность 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
кфу 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
д 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 12
а 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
таюрский 8 16 18 5 15 19 7 13 1 24 23 2 12 14 9 20 26 22
г 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
направление 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
подготовка 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
профиль 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
разработка 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
квалификация 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
выпускник 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
бакалавр 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
форма 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
обучение 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
очный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
язык 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
русский 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
год 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
начало 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
содержание 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
перечень 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
планировать 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
результат 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
модуль 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
соотносить 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
с 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
освоение 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
опоп 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
во 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
место 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
в 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
структура 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
объем 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
зачетный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
единица 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
указание 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
количество 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
час 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
выделять 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
на 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
контактный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
работа 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
обучающийся 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
преподаватель 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
вид 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
учебный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
занятие 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
самостоятельный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
структурировать 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
тема 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
раздел 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
отводить 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
они 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
академический 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
тематический 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
план 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
методический 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
обеспечение 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
для 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
обучаться 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
фонд 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
оценочный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
средство 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
литература 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
необходимый 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
ресурс 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
телекоммуникационный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
сеть 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
интернет 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
использовать 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
при 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
осуществление 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
процесс 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
включая 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
справочный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
необходимость 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
описание 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
материально 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
технический 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
база 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
адаптация 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
преподавание 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
к 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
потребность 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
инвалид 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
лицо 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
ограниченный 25 13 21 14 22 11 5 15 19 7 1 2 23 3 10 16 24 20 9 26 8 18 4 6 17 12
